date,TD,BMO,BNS,RBC,CM
2016-03-18,42.5099983215332,60.349998474121094,48.72999954223633,72.33000183105469,37.7400016784668
2016-03-21,42.540000915527344,60.369998931884766,48.63999938964844,73.01000213623047,37.625
2016-03-22,42.5099983215332,60.38999938964844,48.68000030517578,73.08000183105469,37.73500061035156
2016-03-23,42.0099983215332,59.52000045776367,47.86000061035156,71.8499984741211,36.52000045776367
2016-03-24,41.77000045776367,58.79999923706055,47.060001373291016,72.19000244140625,36.18000030517578
2016-03-28,42.27000045776367,59.5,47.70000076293945,72.29000091552734,36.57500076293945
2016-03-29,42.689998626708984,60.040000915527344,48.38999938964844,74.410003662109375,37.2400016784668
2016-03-30,43.41999816894531,60.95000076293945,49.02000045776367,73.62999725341797,37.724998474121094
2016-03-31,43.130001068115234,60.689998626708984,48.86000061035156,73.26000213623047,37.35499954223633
2016-04-01,43.099998474121094,60.630001068115234,48.189998626708984,73.6500015258789,37.494998931884766
2016-04-04,42.959999084472656,60.189998626708984,47.7599983215332,72.37999725341797,37.01499938964844
2016-04-05,42.52000045776367,59.65999984741211,47.11000061035156,72.20999908447266,36.70000076293945
2016-04-06,41.91999816894531,59.779998779296875,47.31999969482422,72,36.724998474121094
2016-04-07,41.20000076293945,58.90999984741211,46.630001068115234,70.87000274658203,36.21500015258789
2016-04-08,41.95000076293945,60.279998779296875,47.599998474121094,72.31999969482422,37.064998626708984
2016-04-11,42.18000030517578,61,47.689998626708984,72.58000183105469,37.314998626708984
2016-04-12,43.09000015258789,62.18000030517578,49.04999923706055,72.38999938964844,38.11000061035156
2016-04-13,43.119998931884766,62.529998779296875,49.599998474121094,74.51000213623047,38.275001525878906
2016-04-14,43.36000061035156,62.66999816894531,49.689998626708984,74.37999725341797,38.369998931884766
2016-04-15,43.25,63.279998779296875,49.5099983215332,74.55000305175781,38.35499954223633
2016-04-18,43.22999954223633,63.5,49.75,74.720001220703125,38.54999923706055
2016-04-19,44.189998626708984,64.5999984741211,50.83000183105469,74.5199966430664,39.41999816894531
2016-04-20,44.58000183105469,64.83000183105469,51.59000015258789,75.08000183105469,39.85499954223633
2016-04-21,44.189998626708984,64.18000030517578,51.08000183105469,74.87000274658203,39.45500183105469
2016-04-22,44.349998474121094,64.83000183105469,51.54999923706055,76.11000061035156,39.599998474121094
2016-04-25,43.880001068115234,64.62999725341797,51.189998626708984,74.69000244140625,39.53499984741211
2016-04-26,44.04999923706055,65.160003662109375,51.630001068115234,75.16999816894531,40.07500076293945
2016-04-27,44.15999984741211,65.37999725341797,51.86000061035156,75.18000030517578,40.189998626708984
2016-04-28,44.29999923706055,64.87000274658203,51.959999084472656,73.93000030517578,40.505001068115234
2016-04-29,44.5,65.160003662109375,52.45000076293945,73.30000305175781,40.3849983215332
2016-05-02,44.43000030517578,65.13999938964844,52,73.58000183105469,40.084999084472656
2016-05-03,43.959999084472656,63.83000183105469,49.880001068115234,72.45999908447266,38.89500045776367
2016-05-04,43.29999923706055,62.939998626708984,48.72999954223633,71.9800033569336,38.02000045776367
2016-05-05,43.2400016784668,62.65999984741211,48.099998474121094,71.51000213623047,38.18000030517578
2016-05-06,43.040000915527344,62.380001068115234,48.119998931884766,72.589996337890625,38.154998779296875
2016-05-09,42.689998626708984,62.130001068115234,47.619998931884766,71.76000213623047,38.18000030517578
2016-05-10,43.310001373291016,63.15999984741211,48.290000915527344,73.31999969482422,38.775001525878906
2016-05-11,43.61000061035156,63.41999816894531,48.849998474121094,72.4000015258789,39.10499954223633
2016-05-12,43.790000915527344,63.84000015258789,49.040000915527344,72.62000274658203,39.380001068115234
2016-05-13,43.33000183105469,63.40999984741211,48.41999816894531,71.93000030517578,39.099998474121094
2016-05-16,43.61000061035156,63.900001525878906,48.86000061035156,73.220001220703125,39.30500030517578
2016-05-17,43.47999954223633,63.59000015258789,48.66999816894531,71.76000213623047,38.9900016784668
2016-05-18,43.43000030517578,63.380001068115234,48.54999923706055,72.470001220703125,38.95000076293945
2016-05-19,42.91999816894531,62.75,47.880001068115234,71.73999786376953,38.459999084472656
2016-05-20,43.06999969482422,63.02000045776367,48.099998474121094,72.26000213623047,38.654998779296875
2016-05-23,43.0099983215332,63.13999938964844,48.290000915527344,72.2699966430664,38.71500015258789
2016-05-24,43.33000183105469,63.209999084472656,48.5,74.0199966430664,39.099998474121094
2016-05-25,44.09000015258789,64.79000091552734,49.66999816894531,74.19999694824219,39.71500015258789
2016-05-26,44.36000061035156,64.55000305175781,49.77000045776367,74.9800033569336,39.42499923706055
2016-05-27,44.20000076293945,63.9900016784668,49.88999938964844,74.91999816894531,39.19499969482422
2016-05-31,43.599998474121094,62.90999984741211,48.93000030517578,74.9000015258789,38.810001373291016
2016-06-01,43.90999984741211,63,49.689998626708984,75.66999816894531,39.005001068115234
2016-06-02,43.91999816894531,63.099998474121094,49.9900016784668,75.98999786376953,39
2016-06-03,44.2400016784668,64.04000091552734,50.560001373291016,75.30999755859375,39.56999969482422
2016-06-06,44.790000915527344,65.12000274658203,51.43000030517578,75.4000015258789,40.08000183105469
2016-06-07,45.209999084472656,65.589996337890625,52.540000915527344,75.470001220703125,40.76499938964844
2016-06-08,45.34000015258789,65.9000015258789,52.65999984741211,75.87000274658203,41.040000915527344
2016-06-09,44.9900016784668,65.720001220703125,52.13999938964844,75.5,40.709999084472656
2016-06-10,44.5,65.12000274658203,51.130001068115234,74.029998779296875,40.26499938964844
2016-06-13,44.15999984741211,64.44000244140625,50.77000045776367,72.9800033569336,39.83000183105469
2016-06-14,43.459999084472656,63.369998931884766,50.25,73.339996337890625,39.435001373291016
2016-06-15,43.0099983215332,63.25,49.720001220703125,72.87999725341797,39.19499969482422
2016-06-16,43.04999923706055,62.90999984741211,49.56999969482422,73.16999816894531,39.04499816894531
2016-06-17,43.27000045776367,63.279998779296875,50.02000045776367,72.5199966430664,39.505001068115234
2016-06-20,43.65999984741211,63.9900016784668,50.79999923706055,73.73999786376953,39.84000015258789
2016-06-21,44.0099983215332,64.54000091552734,50.88999938964844,72.43000030517578,40.255001068115234
2016-06-22,43.7400016784668,64.51000213623047,50.540000915527344,71.93000030517578,40.09000015258789
2016-06-23,44.400001525878906,65.33000183105469,51.38999938964844,73.95999908447266,40.70000076293945
2016-06-24,42.5,62.650001525878906,49.2599983215332,71.5199966430664,38.53499984741211
2016-06-27,41.68000030517578,61.349998474121094,48.040000915527344,69.29000091552734,37.814998626708984
2016-06-28,42.45000076293945,62.880001068115234,48.939998626708984,69.38999938964844,38.55500030517578
2016-06-29,42.810001373291016,63.40999984741211,49.7599983215332,70.58000183105469,37.709999084472656
2016-06-30,42.93000030517578,63.38999938964844,49.0099983215332,72.5,37.53499984741211
2016-07-01,42.97999954223633,63.72999954223633,49.40999984741211,72.80000305175781,37.334999084472656
2016-07-05,43.029998779296875,63.15999984741211,48.650001525878906,71.55999755859375,37.15999984741211
2016-07-06,42.290000915527344,63.72999954223633,48.70000076293945,71.44000244140625,37.459999084472656
2016-07-07,42.18000030517578,63.2599983215332,48.31999969482422,71.19000244140625,37.185001373291016
2016-07-08,42.22999954223633,63.70000076293945,48.599998474121094,72.94000244140625,37.26499938964844
2016-07-11,42.33000183105469,63.5,48.7400016784668,74.75,37.349998474121094
2016-07-12,43.20000076293945,64.33000183105469,49.58000183105469,76.12000274658203,37.82500076293945
2016-07-13,43.470001220703125,64.81999969482422,50.04999923706055,76.25,38.005001068115234
2016-07-14,43.7599983215332,65.4800033569336,50.54999923706055,76.01000213623047,38.005001068115234
2016-07-15,43.810001373291016,65.5199966430664,50.7599983215332,77,38.084999084472656
2016-07-18,43.68000030517578,65.5999984741211,50.61000061035156,76.44999694824219,38.04999923706055
2016-07-19,43.540000915527344,65.08000183105469,50.349998474121094,76.19999694824219,37.779998779296875
2016-07-20,43.66999816894531,65.1500015258789,50.4900016784668,76.69000244140625,37.974998474121094
2016-07-21,43.529998779296875,64.83000183105469,50.25,75.29000091552734,37.91999816894531
2016-07-22,43.45000076293945,64.45999908447266,50.22999954223633,75.0199966430664,37.96500015258789
2016-07-25,43.209999084472656,64.26000213623047,49.77000045776367,74.41999816894531,37.70000076293945
2016-07-26,43.459999084472656,64.720001220703125,50.22999954223633,77.16999816894531,37.97999954223633
2016-07-27,43.25,64.30000305175781,50.279998779296875,77.16999816894531,37.60499954223633
2016-07-28,43.29999923706055,63.77000045776367,50.439998626708984,76.87000274658203,37.64500045776367
2016-07-29,43.56999969482422,64.12000274658203,50.77000045776367,76.029998779296875,37.974998474121094
2016-08-01,43.279998779296875,63.380001068115234,49.959999084472656,75.910003662109375,37.48500061035156
2016-08-02,42.880001068115234,63.11000061035156,50.119998931884766,75.62999725341797,37.22999954223633
2016-08-03,43,63.06999969482422,50.25,75.2699966430664,37.4900016784668
2016-08-04,43.060001373291016,63.060001373291016,50.279998779296875,78.279998779296875,37.654998779296875
2016-08-05,43.189998626708984,62.95000076293945,50.36000061035156,78.029998779296875,37.70500183105469
2016-08-08,43.369998931884766,63.4900016784668,50.650001525878906,77.62999725341797,37.935001373291016
2016-08-09,43.66999816894531,63.869998931884766,50.97999954223633,77.160003662109375,38.2599983215332
2016-08-10,43.790000915527344,64.05000305175781,51.09000015258789,77.18000030517578,38.3849983215332
2016-08-11,44.15999984741211,64.69999694824219,51.59000015258789,77.56999969482422,38.80500030517578
2016-08-12,44.06999969482422,64.62999725341797,51.529998779296875,77.01000213623047,38.71500015258789
2016-08-15,44.22999954223633,65.01000213623047,51.689998626708984,78.1500015258789,38.875
2016-08-16,44.279998779296875,65.11000061035156,51.75,77.4800033569336,38.95500183105469
2016-08-17,44.310001373291016,65.37000274658203,51.88999938964844,77.37000274658203,38.88999938964844
2016-08-18,44.45000076293945,65.56999969482422,52.09000015258789,77.5,39.084999084472656
2016-08-19,44.15999984741211,65.33000183105469,51.650001525878906,77.29000091552734,38.90999984741211
